assessmentId,SCI_NAME,Phylacine ,Phylogeny,,Total_Geo_Area_KM2,Current_Area_KM2,Extinct_Area_KM2,Scaled_Log_Current_Area_KM2,CurrentArea_TotalArea,Scaled_CurrentArea_TotalArea,Area.Method,Area.Source,Body_Mass_g,Scaled_Log_Mass_g,Mass.Method,Body_Mass_Source,Brain_mass_g,Scaled_Log_Brain_Mass_g,BrainMass_Method,BrainMass_Source,Generation_time_d,Scaled_Log_Generation_time_d,Generation_time_Method,Generation_time_Source,IUCN_Threats:,IUCNredlist_status,1_Residential_&_commercial_development,2_Agriculture_&_aquaculture,3_Energy_production_&_mining,4_Transportation_&_service_corridors,5_Biological_resource_use,6_Human_intrusions_&_disturbance,7_Natural_system_modifications,"8_Invasive_and_other_problematic_species,_genes_&_diseases",9_Pollution,10_Geological_events,11_Climate_change_&_severe_weather,12_Other_options
45205626,Crossarchus_platycephalus,Crossarchus_platycephalus,Crossarchus_platycephalus,,519931.3936,519567.0063,364.387306,-0.528993738,0.999299163,0.223448533,Extraction of polygon shapefile using R packages,IUCN Red List,1000,-0.14304688,Reported,PHYLACINE 1.2.1,9.794853917,0.178112055,Imputed_825,COMBINE,1507.34,-0.16327121,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
50185422,Damaliscus_lunatus,Damaliscus_lunatus,Damaliscus_lunatus,,1929813.659,1929813.659,0,0.062516317,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,136000.3,-0.082939798,Reported,PHYLACINE 1.2.1,275.6666667,1.322792101,Imputed_825,COMBINE,2190,0.313255481,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No
22436384,Dasymys_foxi,Dasymys_foxi,Dasymys_foxi,,52312.36033,52312.36033,0,-1.563885227,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,116.6,-0.143440202,Reported,PHYLACINE 1.2.1,1.455338275,-0.475843358,Imputed_825,COMBINE,626.8979079,-1.282424866,Imputed_825,COMBINE,,Data Deficient,No,No,No,No,No,No,No,No,No,No,No,No
115080814,Dasymys_rufulus,Dasymys_rufulus,Dasymys_rufulus,,1875250.137,1875250.137,0,0.049587227,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,88.3,-0.143452802,Reported,PHYLACINE 1.2.1,1.441615302,-0.479092915,Imputed_825,COMBINE,622.9845799,-1.290412922,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,Yes,No,No,No
199893039,Delphinus_delphis,Delphinus_delphis,Delphinus_delphis,,3062913.059,3062913.059,0,0.270752468,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,80000,-0.107873184,Reported,PHYLACINE 1.2.1,795.7307946,1.686387361,Imputed_825,COMBINE,3545.59095,0.927869422,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
21282601,Dendrohyrax_dorsalis,Dendrohyrax_dorsalis,Dendrohyrax_dorsalis,,3185536.888,3185536.888,0,0.288447693,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,3175,-0.14207849,Reported,PHYLACINE 1.2.1,22.56339995,0.464329457,Imputed_825,COMBINE,1675.3724,-0.028448745,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22235350,Dendromus_melanotis,Dendromus_melanotis,Dendromus_melanotis,,4540405.21,4540405.21,0,0.448203202,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,9.1,-0.143488065,Reported,PHYLACINE 1.2.1,0.514925523,-0.832202459,Imputed_825,COMBINE,557.8482991,-1.431289314,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115082294,Desmodilliscus_braueri,Desmodilliscus_braueri,Desmodilliscus_braueri,,3617209.76,3617209.76,0,0.345734172,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,10,-0.143487664,Reported,PHYLACINE 1.2.1,0.488655453,-0.850163119,Imputed_825,COMBINE,496.5926116,-1.579669555,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
152728945,Diceros_bicornis,Diceros_bicornis,Diceros_bicornis,,20574817.5,7659169.505,12907766.23,0.683912022,0.372259414,-3.707162947,Extraction of polygon shapefile using R packages,IUCN Red List,1180510.9,0.382114612,Reported,PHYLACINE 1.2.1,790.5,1.684125234,Imputed_825,COMBINE,6205,1.641789488,Imputed_825,COMBINE,,Critically Endangered,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
22095945,Doryrhina_cyclops,Hipposideros_cyclops ,Hipposideros_cyclops ,,2511885.863,2511575.383,310.4802836,0.181291723,0.999876396,0.22706693,Extraction of polygon shapefile using R packages,IUCN Red List,33.5,-0.143477201,Reported,"Phylacine, Hipposideros_cyclops reclassed",0.809139858,-0.677187293,Hipposideros_cyclops reclassed,Imputted,2491.987994,0.478043396,Hipposideros_cyclops reclassed,Imputted,,Least Concern,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
22028026,Eidolon_helvum,Eidolon_helvum,Eidolon_helvum,,12545304.61,12538385.83,6918.779928,0.906099126,0.999448496,0.22438463,Extraction of polygon shapefile using R packages,IUCN Red List,253.3,-0.143379338,Reported,PHYLACINE 1.2.1,4.4325,-0.093844208,Imputed_825,COMBINE,1825,0.080676397,Imputed_825,COMBINE,,Near Threatened,No,No,No,No,Yes,No,No,No,No,No,No,No
22122670,Epomophorus_gambianus,Epomophorus_gambianus,Epomophorus_gambianus,,4109834.854,4109834.854,0,0.40329013,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,128.9,-0.143434726,Reported,PHYLACINE 1.2.1,4.3285,-0.101987769,Imputed_825,COMBINE,2602.279842,0.533288289,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22122505,Epomophorus_labiatus,Epomophorus_labiatus,Epomophorus_labiatus,,1955504.934,1955504.934,0,0.06847792,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,63,-0.143464067,Reported,PHYLACINE 1.2.1,1.58867,-0.445777063,Imputed_825,COMBINE,2235.883183,0.339705853,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
166518027,Epomophorus_pusillus,Micropteropus_pusillus,Micropteropus_pusillus,,5709417.111,5709417.111,0,0.551477942,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,26.5,-0.143480318,Reported,"Inferred from close relative, Micropteropus pusillus",2.763864875,-0.255851009,From close relative,Inferred,2277.701018,0.363344088,From close relative,Inferred,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22116763,Epomops_buettikoferi,Epomops_buettikoferi,Epomops_buettikoferi,,1233000.295,1233000.295,0,-0.139422389,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,133.8,-0.143432544,Reported,PHYLACINE 1.2.1,2.586299808,-0.278626313,Imputed_825,COMBINE,1348.304723,-0.305504588,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
166505893,Epomops_franqueti,Epomops_franqueti,Epomops_franqueti,,4616627.262,4616627.262,0,0.455707907,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,118.9,-0.143439178,Reported,PHYLACINE 1.2.1,2.213,-0.332091648,Imputed_825,COMBINE,1470.839554,-0.194541483,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22120759,Eptesicus_platyops,Eptesicus_platyops,Eptesicus_platyops,,1029.165196,324.0628082,705.1023875,-3.85568994,0.314879292,-4.066851414,Extraction of polygon shapefile using R packages,IUCN Red List,21,-0.143482767,Reported,PHYLACINE 1.2.1,0.298600563,-1.019104239,Imputed_825,COMBINE,2189.024614,0.312687202,Imputed_825,COMBINE,,Data Deficient,No,No,No,No,No,No,No,No,No,No,No,No
217739569,Erythrocebus_patas,Erythrocebus_patas,Erythrocebus_patas,,7057776.73,7057776.73,0,0.647049915,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,8090,-0.139890152,Reported,PHYLACINE 1.2.1,98.988,0.9715016,Imputed_825,COMBINE,3529.3359,0.922007639,Imputed_825,COMBINE,,Near Threatened,No,No,No,No,Yes,No,No,No,No,No,No,No
50187042,Eudorcas_rufifrons,Eudorcas_rufifrons,Eudorcas_rufifrons,,2326053.826,2326053.826,0,0.146699969,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,26999.8,-0.131470816,Reported,PHYLACINE 1.2.1,97.33333333,0.96571974,Imputed_825,COMBINE,1825,0.080676397,Imputed_825,COMBINE,,Vulnerable,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No
190233329,Euoticus_pallidus,Euoticus_pallidus,Euoticus_pallidus,,96218.56802,96218.56802,0,-1.289182586,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,230,-0.143389712,Reported,PHYLACINE 1.2.1,5.19,-0.039730346,Imputed_825,COMBINE,1825,0.080676397,Imputed_825,COMBINE,,Near Threatened,No,Yes,No,No,Yes,No,No,No,No,No,No,No
154907281,Felis_lybica,Felis_silvestris,Felis_silvestris,,36938330.73,34829264.47,1921357.897,1.366647738,0.942903044,-0.130071692,Extraction of polygon shapefile using R packages,IUCN Red List,7750,-0.140041533,Reported,"Inferred from close relative, Felis_bieti",37.93140465,0.642496858,From close relative,Inferred,2905.4,0.673843783,From close relative,Inferred,,Least Concern,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No
50354433,Feresa_attenuata,Feresa_attenuata,Feresa_attenuata,,0,0,0,NA,NA,NA,Extraction of polygon shapefile using R packages,IUCN Red List,170000,-0.067801885,Reported,PHYLACINE 1.2.1,906.5833266,1.731121099,Imputed_825,COMBINE,5371.81755,1.457854191,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,Yes,No,No,No
22184832,Fukomys_foxi,Fukomys_foxi,Fukomys_foxi,,13390.30625,13390.30625,0,-2.178168266,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,146,-0.143427112,Reported,PHYLACINE 1.2.1,4.667480514,-0.076126718,Imputed_825,COMBINE,1227.040305,-0.425726013,Imputed_825,COMBINE,,Data Deficient,No,No,No,No,No,No,No,No,No,No,No,No
115088410,Funisciurus_anerythrus,Funisciurus_anerythrus,Funisciurus_anerythrus,,2324821.33,2324821.33,0,0.146461051,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,218,-0.143395055,Reported,PHYLACINE 1.2.1,4.14,-0.117259592,Imputed_825,COMBINE,1562.470535,-0.11744753,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22270752,Funisciurus_leucogenys,Funisciurus_leucogenys,Funisciurus_leucogenys,,418999.2029,418999.2029,0,-0.625969275,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,250,-0.143380808,Reported,PHYLACINE 1.2.1,4.199836321,-0.112337734,Imputed_825,COMBINE,1261.506758,-0.390388081,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115089084,Funisciurus_pyrropus,Funisciurus_pyrropus,Funisciurus_pyrropus,,2324906.313,2324906.313,0,0.146477529,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,297,-0.143359881,Reported,PHYLACINE 1.2.1,4.38,-0.097930973,Imputed_825,COMBINE,1335.878279,-0.317315964,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
17963505,Galago_senegalensis,Galago_senegalensis,Galago_senegalensis,,8517499.304,8517499.304,0,0.731793869,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,227.7,-0.143390736,Reported,PHYLACINE 1.2.1,4.103947005,-0.120259605,Imputed_825,COMBINE,2167.5525,0.300112562,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
17962255,Galagoides_demidoff,Galagoides_demidoff,Galagoides_demidovii,,4495214.779,4495214.779,0,0.443694102,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,60.1,-0.143465358,Reported,PHYLACINE 1.2.1,2.847038621,-0.24568151,Imputed_825,COMBINE,1705.4042,-0.00578462,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
17962691,Galagoides_thomasi,Galagoides_thomasi,Galagoides_thomasi,,4621609.349,4621609.349,0,0.456194113,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,99.7,-0.143447727,Reported,PHYLACINE 1.2.1,3.01,-0.226590321,Imputed_825,COMBINE,1924.438338,0.148355115,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
50186334,Gazella_dorcas,Gazella_dorcas,Gazella_dorcas,,10507554.57,10507554.57,0,0.826445585,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,23000.1,-0.133251629,Reported,PHYLACINE 1.2.1,72.26666667,0.863584019,Imputed_825,COMBINE,2190,0.313255481,Imputed_825,COMBINE,,Vulnerable,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No
45198406,Genetta_cristata,Genetta_cristata,Genetta_cristata,,102373.737,102373.737,0,-1.261230487,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,2500,-0.142379025,Reported,PHYLACINE 1.2.1,21.80822478,0.452653336,Imputed_825,COMBINE,2555,0.509898295,Imputed_825,COMBINE,,Vulnerable,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No
45218636,Genetta_genetta,Genetta_genetta,Genetta_genetta,,16358094.11,15372047.26,0,0.997948886,0.939721165,-0.150017365,Extraction of polygon shapefile using R packages,IUCN Red List,1800,-0.142690691,Reported,PHYLACINE 1.2.1,14.78986667,0.319454048,Imputed_825,COMBINE,4194.899833,1.14238916,Imputed_825,COMBINE,,Least Concern,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
45218948,Genetta_maculata,Genetta_maculata,Genetta_maculata,,13722727.74,13722727.74,0,0.946786194,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,2225,-0.142501465,Reported,PHYLACINE 1.2.1,19.4,0.412518404,Imputed_825,COMBINE,2764.52,0.610438646,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,Yes
45219325,Genetta_thierryi,Genetta_thierryi,Genetta_thierryi,,2851465.019,2851465.019,0,0.238506349,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,1400,-0.142868785,Reported,PHYLACINE 1.2.1,18.40666726,0.394490693,Imputed_825,COMBINE,2198.09,0.317959143,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22427087,Gerbilliscus_gambiana,Gerbilliscus_gambiana,Gerbilliscus_gambiana,,344777.1687,344777.1687,0,-0.713858794,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,114.5,-0.143441137,Reported,PHYLACINE 1.2.1,1.642362077,-0.434376582,Imputed_825,COMBINE,627.1464314,-1.281919254,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22426529,Gerbilliscus_kempi,Gerbilliscus_kempi,Gerbilliscus_kempi,,4891375.175,4891375.175,0,0.481767269,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,101,-0.143447148,Reported,PHYLACINE 1.2.1,1.624572996,-0.438111935,Imputed_825,COMBINE,622.5872464,-1.291226781,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115162285,Gerbilliscus_robustus,Gerbilliscus_robustus,Gerbilliscus_robustus,,5878984.079,5878984.079,0,0.56467103,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,96,-0.143449374,Reported,PHYLACINE 1.2.1,1.41806107,-0.484743276,Imputed_825,COMBINE,580.1397916,-1.381306625,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22465608,Gerbillus_nancillus,Gerbillus_nancillus,Gerbillus_nancillus,,1944034.05,1477664.941,466369.1093,-0.057824929,0.760102397,-1.275961283,Extraction of polygon shapefile using R packages,IUCN Red List,4.1,-0.143490291,Reported,PHYLACINE 1.2.1,0.984938718,-0.6097524,Imputed_825,COMBINE,575.3848313,-1.391805258,Imputed_825,COMBINE,,Data Deficient,No,No,No,No,No,No,No,No,No,No,No,No
115091253,Gerbillus_nigeriae,Gerbillus_nigeriae,Gerbillus_nigeriae,,92960.54163,92960.54163,0,-1.304710821,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,26.8,-0.143480184,Reported,PHYLACINE 1.2.1,1.315342419,-0.510534051,Imputed_825,COMBINE,681.2814688,-1.17630093,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
136266699,Giraffa_camelopardalis,Giraffa_camelopardalis,Giraffa_camelopardalis,,1949717.559,1946815.679,0,0.066470409,0.998511641,0.218511935,Extraction of polygon shapefile using R packages,IUCN Red List,899994.8,0.257218561,Reported,PHYLACINE 1.2.1,638.6,1.610935023,Imputed_825,COMBINE,5251.011667,1.428838745,Imputed_825,COMBINE,,Vulnerable,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No
22068514,Glauconycteris_beatrix,Glauconycteris_beatrix,Glauconycteris_beatrix,,1997284.541,1997284.541,0,0.078007518,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,6.5,-0.143489223,Reported,PHYLACINE 1.2.1,0.144,-1.269246229,Imputed_825,COMBINE,1903.09223,0.134126351,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
22069513,Glauconycteris_poensis,Glauconycteris_poensis,Glauconycteris_poensis,,1620314.622,1619949.61,365.01266,-0.016383551,0.999774728,0.226429622,Extraction of polygon shapefile using R packages,IUCN Red List,7.1,-0.143488956,Reported,PHYLACINE 1.2.1,0.205,-1.148102514,Imputed_825,COMBINE,1865.952605,0.108985331,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22069727,Glauconycteris_variegata,Glauconycteris_variegata,Glauconycteris_variegata,,9281857.175,9281857.175,0,0.770533667,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,11.1,-0.143487175,Reported,PHYLACINE 1.2.1,0.21979127,-1.124206814,Imputed_825,COMBINE,2117.615895,0.270379926,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
50355227,Globicephala_macrorhynchus,Globicephala_macrorhynchus,Globicephala_macrorhynchus,,0,0,0,NA,NA,NA,Extraction of polygon shapefile using R packages,IUCN Red List,726000,0.179749697,Reported,PHYLACINE 1.2.1,2722.954786,2.108340497,Imputed_825,COMBINE,8650.5,2.065640206,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
136250858,Gorilla_gorilla,Gorilla_gorilla,Gorilla_gorilla,,697718.0169,697718.0169,0,-0.396094167,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,120950,-0.089640743,Reported,PHYLACINE 1.2.1,449.7328571,1.490673537,Imputed_825,COMBINE,8030,1.970690025,Imputed_825,COMBINE,,Critically Endangered,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
115092901,Grammomys_kuru,Grammomys_kuru,Grammomys_kuru,,2350318.164,2350318.164,0,0.151377978,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,52,-0.143468964,Reported,PHYLACINE 1.2.1,0.96,-0.618548826,Imputed_825,COMBINE,664.1277129,-1.20883145,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
50356660,Grampus_griseus,Grampus_griseus,Grampus_griseus,,0,0,0,NA,NA,NA,Extraction of polygon shapefile using R packages,IUCN Red List,387500,0.029037088,Reported,PHYLACINE 1.2.1,2551,2.08596637,Imputed_825,COMBINE,7300,1.849107286,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No
115093196,Graphiurus_crassicaudatus,Graphiurus_crassicaudatus,Graphiurus_crassicaudatus,,545317.1705,545317.1705,0,-0.50718854,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,23.6,-0.143481609,Reported,PHYLACINE 1.2.1,1.995916394,-0.367504145,Imputed_825,COMBINE,894.7505717,-0.828596828,Imputed_825,COMBINE,,Data Deficient,No,No,No,No,No,No,No,No,No,No,No,No
115093358,Graphiurus_kelleni,Graphiurus_kelleni,Graphiurus_kelleni,,2993385.33,2993385.33,0,0.260401819,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,20.1,-0.143483168,Reported,PHYLACINE 1.2.1,1.91520705,-0.381662025,Imputed_825,COMBINE,843.9671304,-0.903135083,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115093567,Graphiurus_lorraineus,Graphiurus_lorraineus,Graphiurus_lorraineus,,3612916.409,3612916.409,0,0.345198809,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,16.8,-0.143484637,Reported,PHYLACINE 1.2.1,1.364276075,-0.498005603,Imputed_825,COMBINE,853.0003489,-0.889553959,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115201432,Graphiurus_nagtglasii,Graphiurus_nagtglasii,Graphiurus_nagtglasii,,946595.1511,946595.1511,0,-0.258579832,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,45,-0.143472081,Reported,PHYLACINE 1.2.1,1.383456776,-0.493216973,Imputed_825,COMBINE,862.7162085,-0.875106118,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115094544,Heliosciurus_gambianus,Heliosciurus_gambianus,Heliosciurus_gambianus,,5038947.037,5038947.037,0,0.495166193,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,295,-0.143360772,Reported,PHYLACINE 1.2.1,3.99,-0.129917568,Imputed_825,COMBINE,1052.699448,-0.621216358,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115095080,Heliosciurus_rufobrachium,Heliosciurus_rufobrachium,Heliosciurus_rufobrachium,,3139304.755,3139304.755,0,0.281857475,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,371.5,-0.143326711,Reported,PHYLACINE 1.2.1,5.75,-0.004585251,Imputed_825,COMBINE,1335.176474,-0.317986306,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
45207211,Herpestes_ichneumon,Herpestes_ichneumon,Herpestes_ichneumon,,15677388.97,15677388.97,0,1.006815222,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,5175,-0.141188017,Reported,PHYLACINE 1.2.1,24.70499048,0.495430669,Imputed_825,COMBINE,2731.95905,0.595324619,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,Yes
45206143,Herpestes_sanguineus,Herpestes_sanguineus,Herpestes_sanguineus,,18285808.09,18285808.09,0,1.076193358,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,550,-0.143247237,Reported,PHYLACINE 1.2.1,9.07536,0.151943776,Imputed_825,COMBINE,1421.102183,-0.238424729,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
18567364,Hippopotamus_amphibius,Hippopotamus_amphibius,Hippopotamus_amphibius,,1329636.013,1329636.013,0,-0.105408646,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,1417490,0.487626395,Reported,PHYLACINE 1.2.1,630.6666667,1.606647339,Imputed_825,COMBINE,3650,0.964891841,Imputed_825,COMBINE,,Vulnerable,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
22097582,Hipposideros_abae,Hipposideros_abae,Hipposideros_abae,,2509426.522,2509426.522,0,0.180905876,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,25.5,-0.143480763,Reported,PHYLACINE 1.2.1,0.605890286,-0.776405633,Imputed_825,COMBINE,2122.2225,0.273151934,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22098184,Hipposideros_beatus,Hipposideros_beatus,Hipposideros_beatus,,1711000.463,1711000.463,0,0.008266728,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,6.7,-0.143489134,Reported,PHYLACINE 1.2.1,0.21118443,-1.137908151,Imputed_825,COMBINE,2146.912274,0.287907121,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
22096364,Hipposideros_curtus,Hipposideros_curtus,Hipposideros_curtus,,136788.5458,136788.5458,0,-1.130590774,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,7.5,-0.143488777,Reported,PHYLACINE 1.2.1,0.4449617,-0.882291007,Imputed_825,COMBINE,2193.559673,0.315327272,Imputed_825,COMBINE,,Endangered,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No
22090466,Hipposideros_fuliginosus,Hipposideros_fuliginosus,Hipposideros_fuliginosus,,1386744.417,1386744.417,0,-0.086451578,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,16.6,-0.143484726,Reported,PHYLACINE 1.2.1,0.598091785,-0.780848992,Imputed_825,COMBINE,2208.927456,0.324233166,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
22092411,Hipposideros_jonesi,Hipposideros_jonesi,Hipposideros_jonesi,,1424624.047,1299274.446,125349.6013,-0.115821396,0.912012154,-0.323711867,Extraction of polygon shapefile using R packages,IUCN Red List,5.5,-0.143489668,Reported,PHYLACINE 1.2.1,0.22048138,-1.12313156,Imputed_825,COMBINE,2289.384325,0.369870737,Imputed_825,COMBINE,,Near Threatened,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
22102440,Hipposideros_ruber,Hipposideros_ruber,Hipposideros_ruber,,9644033.035,9644033.035,0,0.787788627,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,10.1,-0.14348762,Reported,PHYLACINE 1.2.1,0.265,-1.060049603,Imputed_825,COMBINE,2128.078898,0.276667326,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
50188287,Hippotragus_equinus,Hippotragus_equinus,Hippotragus_equinus,,5909793.2,5909793.2,0,0.567027215,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,269997.7,-0.023279243,Reported,PHYLACINE 1.2.1,386.3636364,1.438581673,Imputed_825,COMBINE,3070.224367,0.744233777,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
45195080,Hyaena_hyaena,Hyaena_hyaena,Hyaena_hyaena,,32093402.42,32093402.42,0,1.329770294,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,41705.1,-0.124923477,Reported,PHYLACINE 1.2.1,101.5765333,0.980355569,Imputed_825,COMBINE,3351.042633,0.855880082,Imputed_825,COMBINE,,Near Threatened,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
115096714,Hybomys_trivirgatus,Hybomys_trivirgatus,Hybomys_trivirgatus,,440025.5758,440025.5758,0,-0.6038972,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,56.9,-0.143466783,Reported,PHYLACINE 1.2.1,1.1,-0.571856549,Imputed_825,COMBINE,620.9736663,-1.294537226,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
